column_name,use,description,data_type,num_missing_values,num_unique_values
IC170Q06JA,,"How often use at school: Educational software, games or apps, other learning tools (e.g. [CK-12™] or [Mathalicious®] online support)",numeric,141,7
IC170Q07JA,,"How often use at school: A learning management system or school learning platform (e.g. [Blackboard®], [Edmodo®], [Moodle®], [Google® Classroom™])",numeric,132,7
IC171Q01JA,,How often use out of school: Desktop or laptop computer,numeric,151,7
IC171Q02JA,,How often use out of school: Smartphone (i.e. mobile phone with Internet access),numeric,157,7
IC171Q03JA,,"How often use out of school: Tablet device (e.g.iPad®, Galaxy Book®,) or e-book reader (e.g., Amazon® Kindle™, Kobo®)",numeric,151,7
IC171Q04JA,,How often use out of school: Internet access (except on smartphones),numeric,163,7
IC171Q05JA,,"How often use out of school: Educational software, games or Apps, other learning tools (e.g. CK-12™ or Mathalicious® online support)",numeric,143,7
IC171Q06JA,,"How often use out of school: Video or online games (e.g. used with game consoles such as a  Play Station 4® or Nintendo Wii®, online gaming platforms such as  Steam® or gaming Apps such as Angry Birds®)",numeric,141,7
IC172Q01JA,,Agree/disagree: There are enough [digital resources] for every student at my school.,numeric,141,5
IC172Q02JA,,Agree/disagree: There are enough digital devices with access to the Internet at my school.,numeric,149,5
IC172Q03JA,,Agree/disagree: The school's Internet speed is sufficient.,numeric,143,5
IC172Q04JA,,Agree/disagree: [Digital resources] function properly at my school.,numeric,156,5
IC172Q05JA,,Agree/disagree: [Digital resources] are easily accessible within the classroom.,numeric,151,5
IC172Q06JA,,Agree/disagree: Digital learning resources available at my school make learning interesting.,numeric,164,5
IC172Q07JA,,Agree/disagree: The school provides sufficient technical support to help students in their use of [digital resources].,numeric,143,5
IC172Q08JA,,Agree/disagree: Teachers at my school have the necessary skills to use digital devices during instruction.,numeric,147,5
IC172Q09JA,,Agree/disagree: Teachers at my school are willing to use [digital resources] for teaching.,numeric,147,5
IC173Q01JA,,How often use [digital resources] in lessons in: [Test language],numeric,142,7
IC173Q02JA,,How often use [digital resources] in lessons in: [Mathematics],numeric,150,7
IC173Q03JA,,How often use [digital resources] in lessons in: [Science],numeric,155,7
IC173Q04JA,,"How often use [digital resources] in lessons in: [Computer science], [information technology], [informatics] or similar lessons.",numeric,142,7
IC174Q01JA,,"How often used [digital resources] to: Create a multi-media presentation with pictures, sound or video",numeric,164,6
IC174Q02JA,,"How often used [digital resources] to: Write or edit text for a school assignment (e.g. using [Google® Docs™], [Microsoft® Word])",numeric,176,6
IC174Q03JA,,"How often used [digital resources] to: Find information online about real-world problems or phenomena (e.g. climate change, oil spills, measuring the height of a building)",numeric,187,6
IC174Q04JA,,"How often used [digital resources] to: Collect and record data (e.g. using data loggers, [Microsoft® Access™], [Google® Forms], spreadsheets)",numeric,173,6
IC174Q05JA,,How often: used [digital resources] to: Analyse data that you have collected yourself (e.g. using [Microsoft® Excel™]),numeric,179,6
IC174Q06JA,,How often used [digital resources] to: Report or share your results from your own experiments or investigations,numeric,179,6
IC174Q07JA,,"How often used [digital resources] to: Plan and manage work or projects (e.g. dividing tasks, managing deadlines)",numeric,184,6
IC174Q08JA,,How often used [digital resources] to: Track the progress of your own work projects,numeric,185,6
IC174Q09JA,,"How often used [digital resources] to: Collaborate with other students to create digital content (e.g. presentation, etc.)",numeric,176,6
IC174Q10JA,,"How often used [digital resources] to: Play digital learning games (e.g. [Atlantis Remixed], [Duolingo®])",numeric,169,6
IC175Q01JA,,How often used [digital resources] to: Read or listen to feedback sent by my teachers regarding my work and academic results,numeric,162,6
IC175Q02JA,,How often used [digital resources] to: Read or listen to feedback sent by other students on my work,numeric,170,6
IC175Q03JA,,How often used [digital resources] to: Read or listen to feedback automatically selected for me by an educational software or app,numeric,166,6
IC175Q05JA,,How often used [digital resources] to: Work on drill and practice exercises using an educational software or app,numeric,167,6
IC176Q01JA,,How often used [digital resources] to: See my grades or results from specific assignments (e.g. homework or tests),numeric,168,6
IC176Q02JA,,How often used [digital resources] to: Browse the Internet for schoolwork (e.g. for preparing an essay or presentation),numeric,184,6
IC176Q03JA,,How often used [digital resources] to: Browse the Internet to follow up lessons (e.g. for finding explanations),numeric,199,6
IC176Q04JA,,How often used [digital resources] to: Receive or download assignments or instructions (via [digital resources]) from my teacher,numeric,176,6
IC176Q05JA,,How often used [digital resources] to: Upload my work (e.g. documents or presentations) to a school portal or another platform to share materials with my teacher and/or students,numeric,178,6
IC176Q06JA,,How often used [digital resources] to: Communicate with my teacher,numeric,173,6
IC176Q07JA,,How often used [digital resources] to: Communicate with other students about schoolwork,numeric,175,6
IC176Q08JA,,How often used [digital resources] to: Search for information on school-related activities or assignments,numeric,172,6
IC184Q01JA,,How often: I use [digital resources] for simple calculations.,numeric,170,7
IC184Q02JA,,How often: I use [digital resources] to solve equations.,numeric,177,7
IC184Q03JA,,"How often: I use [digital resources] for simulations and modelling (e.g. [GeoGebra], [NetLogo]), virtual laboratories (e.g. [Labster]).",numeric,175,7
IC184Q04JA,,"How often: I use [digital resources] for coding or algorithm activities (e.g. using [Scratch], etc.)",numeric,174,7
IC177Q01JA,,"How much time spent: Play video-games (using my smartphone, a gaming console or an online platform or apps)",numeric,173,7
IC177Q02JA,,"How much time spent: Browse social networks (e.g. [Instagram®], [Facebook®])",numeric,199,7
IC177Q03JA,,"How much time spent: Browse the Internet (excluding social networks) for fun (e.g. reading news, listening to podcasts and music or watching videos)",numeric,207,7
IC177Q04JA,,"How much time spent: Look for practical information online (e.g. find a place, book a train ticket, buy a product)",numeric,196,7
IC177Q05JA,,"How much time spent: Communicate and share digital content on social networks or any communication platform (e.g. [Facebook®], [Instagram®], [Twitter®], emails, chat)",numeric,183,7
IC177Q06JA,,"How much time spent: Read, listen to or view informational materials to learn how to do something (e.g. tutorial, podcast)",numeric,181,7
IC177Q07JA,,"How much time spent: Create or edit my own digital content (pictures, videos, music, videos, computer programs)",numeric,180,7
IC178Q01JA,,"How much time using [digital resources] to: Play video-games (using my smartphone, a gaming console or an online platform or apps)",numeric,206,7
IC178Q02JA,,"How much time using [digital resources] to: Browse social networks (e.g. Instagram®, Facebook®)",numeric,231,7
IC178Q03JA,,"How much time using [digital resources] to: Browse the Internet (excluding social networks) for fun  (e.g. reading news, listening to podcasts and music or watching videos)",numeric,226,7
IC178Q04JA,,"How much time using [digital resources] to: Look for practical information online (e.g. find a place, book a train ticket, buy a product)",numeric,224,7
IC178Q05JA,,"How much time using [digital resources] to: Communicate and share digital content on social networks or any communication platform (e.g. Facebook®, Instagram®, Twitter®, emails, chat)",numeric,207,7
IC178Q06JA,,"How much time using [digital resources] to: Read, listen to or view informational materials to learn how to do something (e.g. tutorial, podcast)",numeric,215,7
IC178Q07JA,,"How much time using [digital resources] to: Create or edit my own digital content (pictures, videos, music, videos, computer programs)",numeric,211,7
IC179Q01JA,,Agree/disagree: Students should not be allowed to bring mobile phones to class.,numeric,190,5
IC179Q02JA,,Agree/disagree: Students should not be allowed to bring their own laptop (or tablet device) to class.,numeric,202,5
IC179Q03JA,,Agree/disagree: Students should collaborate with teachers to decide on the rules regarding the use of digital devices during lessons.,numeric,198,5
IC179Q04JA,,Agree/disagree: The school should set up filters to prevent students from going on social media.,numeric,202,5
IC179Q05JA,,Agree/disagree: The school should set up filters to prevent students from playing games online.,numeric,195,5
IC179Q06JA,,Agree/disagree: Teachers should monitor what students do on their laptops.,numeric,192,5
IC180Q01JA,,Agree/disagree: I trust what I read online.,numeric,194,5
IC180Q02JA,,Agree/disagree: When searching for information online I compare different sources.,numeric,216,5
IC180Q03JA,,Agree/disagree: I check the accuracy of online information before sharing it on social networks.,numeric,205,5
IC180Q04JA,,Agree/disagree: I discuss the accuracy of online information with my teachers or in class.,numeric,205,5
IC180Q05JA,,Agree/disagree: I discuss the accuracy of online information with friends or other students.,numeric,199,5
IC180Q06JA,,Agree/disagree: I discuss the accuracy of online information with my parents (or family).,numeric,209,5
IC180Q07JA,,Agree/disagree: I try to flag wrong information when I encounter it online.,numeric,200,5
IC180Q08JA,,Agree/disagree: I share made-up information on social networks without flagging its inaccuracy.,numeric,203,5
IC181Q01JA,,How upset were you when: Encountering content online that was inappropriate for my age,numeric,6606,1
IC181Q02JA,,"How upset were you when: Encountering discriminatory content online (e.g. about race, gender, sexual orientation or physical appearance)",numeric,6606,1
IC181Q03JA,,"How upset were you when: Receiving unkind, vulgar or offending messages, comments or videos",numeric,6606,1
IC181Q04JA,,How upset were you when: Information about me was publicly displayed online without my consent,numeric,6606,1
IC182Q01JA,,Agree/disagree: I am interested in learning more about [digital resources].,numeric,190,5
IC182Q02JA,,Agree/disagree: I am interested in learning [computer programming].,numeric,188,5
IC182Q03JA,,Agree/disagree: I am interested in learning [digital resources] because it could be useful in a job.,numeric,190,5
IC183Q01JA,,Can do with [digital resources]: Search for and find relevant information online,numeric,202,6
IC183Q02JA,,Can do with [digital resources]: Assess the quality of information you found online,numeric,223,6
IC183Q03JA,,Can do with [digital resources]: Share practical information with a group of students,numeric,221,6
IC183Q04JA,,Can do with [digital resources]: Collaborate with other students on a group assignment,numeric,233,6
IC183Q05JA,,Can do with [digital resources]: Explain to other students how to share digital content online or on a school platform,numeric,212,6
IC183Q07JA,,Can do with [digital resources]: Write or edit text for a school assignment,numeric,233,6
IC183Q08JA,,"Can do with [digital resources]: Collect and record data (e.g. using data loggers, [Microsoft® Access™], [Google® Forms], spreadsheets)",numeric,211,6
IC183Q09JA,,"Can do with [digital resources]: Create a multi-media presentation (with sound, pictures, or video)",numeric,233,6
IC183Q10JA,,"Can do with [digital resources]: Create, update and maintain a webpage or a blog",numeric,213,6
IC183Q12JA,,Can do with [digital resources]: Change the settings of a device or app in order to protect my data and privacy,numeric,226,6
IC183Q13JA,,Can do with [digital resources]: Select the most efficient programme or app that allows me to carry out a specific task,numeric,226,6
IC183Q14JA,,"Can do with [digital resources]: Create a computer program (e.g., in [Scratch®], [Python®], [Java®])",numeric,210,6
IC183Q15JA,,Can do with [digital resources]: Identify the source of an error in a software after considering a list of potential causes,numeric,213,6
IC183Q16JA,,"Can do with [digital resources]: Break down a problem and represent a solution as a series of logical steps, such as an algorithm",numeric,207,6
WB150Q01HA,,How is your health?,numeric,6606,1
WB151Q01HA,,How much do you weigh?,numeric,6606,1
WB152Q01HA,,How tall are you?,numeric,6606,1
WB153Q01HA,,"Thinking about yourself, how much do you agree: I like my look just the way it is.",numeric,6606,1
WB153Q02HA,,"Thinking about yourself, how much do you agree: I consider myself to be attractive.",numeric,6606,1
WB153Q03HA,,"Thinking about yourself, how much do you agree: I am not concerned about my weight.",numeric,6606,1
WB153Q04HA,,"Thinking about yourself, how much do you agree: I like my body.",numeric,6606,1
WB153Q05HA,,"Thinking about yourself, how much do you agree: I like the way my clothes fit me.",numeric,6606,1
WB154Q01HA,,"In the past six months, how often have you had the following: Headache",numeric,6606,1
WB154Q02HA,,"In the past six months, how often have you had the following: Stomach pain",numeric,6606,1
WB154Q03HA,,"In the past six months, how often have you had the following: Back pain",numeric,6606,1
WB154Q04HA,,"In the past six months, how often have you had the following: Feeling depressed",numeric,6606,1
WB154Q05HA,,"In the past six months, how often have you had the following: Irritability or bad temper",numeric,6606,1
WB154Q06HA,,"In the past six months, how often have you had the following: Feeling nervous",numeric,6606,1
WB154Q07HA,,"In the past six months, how often have you had the following: Difficulties in getting to sleep",numeric,6606,1
WB154Q08HA,,"In the past six months, how often have you had the following: Feeling dizzy",numeric,6606,1
WB154Q09HA,,"In the past six months, how often have you had the following: Feeling anxious",numeric,6606,1
WB155Q01HA,,How satisfied are you with each of the following: Your health,numeric,6606,1
WB155Q02HA,,How satisfied are you with each of the following: The way that you look,numeric,6606,1
WB155Q03HA,,How satisfied are you with each of the following: What you learn at school,numeric,6606,1
WB155Q04HA,,How satisfied are you with each of the following: The friends you have,numeric,6606,1
WB155Q05HA,,How satisfied are you with each of the following: The neighbourhood you live in,numeric,6606,1
WB155Q06HA,,How satisfied are you with each of the following: All the things you have,numeric,6606,1
WB155Q07HA,,How satisfied are you with each of the following: How you use your time,numeric,6606,1
WB155Q08HA,,How satisfied are you with each of the following: Your relationship with your parents/guardians,numeric,6606,1
WB155Q09HA,,How satisfied are you with each of the following: Your relationship with your teachers,numeric,6606,1
WB155Q10HA,,How satisfied are you with each of the following: Your life at school,numeric,6606,1
WB156Q01HA,,"At present, how many close friends do you have?",numeric,6606,1
WB158Q01HA,,How many days a week do you usually spend time with your friends right after school?,numeric,6606,1
WB160Q01HA,,"How often do you talk to your friends on the phone, send them text messages or have contact through social media?",numeric,6606,1
WB161Q01HA,,Are your friends well accepted by your parents or guardians?,numeric,6606,1
WB162Q01HA,,How easy is it for you to talk to the following people about things that really bother you: Your father,numeric,6606,1
WB162Q02HA,,How easy is it for you to talk to the following people about things that really bother you: Your mother's partner,numeric,6606,1
WB162Q03HA,,How easy is it for you to talk to the following people about things that really bother you: Your mother,numeric,6606,1
WB162Q04HA,,How easy is it for you to talk to the following people about things that really bother you: Your father's partner,numeric,6606,1
WB162Q05HA,,How easy is it for you to talk to the following people about things that really bother you: Your brother(s),numeric,6606,1
WB162Q06HA,,How easy is it for you to talk to the following people about things that really bother you: Your sister(s),numeric,6606,1
WB162Q07HA,,How easy is it for you to talk to the following people about things that really bother you: Your close friend(s),numeric,6606,1
WB162Q08HA,,How easy is it for you to talk to the following people about things that really bother you: Your teachers,numeric,6606,1
WB162Q09HA,,How easy is it for you to talk to the following people about things that really bother you: Other family members,numeric,6606,1
WB163Q01HA,,"Thinking about your parents or guardians, how often do they: Help me as much as I need",numeric,6606,1
WB163Q02HA,,"Thinking about your parents or guardians, how often do they: Let me do the things I like doing",numeric,6606,1
WB163Q03HA,,"Thinking about your parents or guardians, how often do they: Show that they care",numeric,6606,1
WB163Q04HA,,"Thinking about your parents or guardians, how often do they: Try to understand my problems and worries",numeric,6606,1
WB163Q05HA,,"Thinking about your parents or guardians, how often do they: Encourage me to make my own decisions",numeric,6606,1
WB163Q06HA,,"Thinking about your parents or guardians, how often do they: Try to control everything I do",numeric,6606,1
WB163Q07HA,,"Thinking about your parents or guardians, how often do they: Treat me like a baby",numeric,6606,1
WB163Q08HA,,"Thinking about your parents or guardians, how often do they: Make me feel better when I am upset",numeric,6606,1
WB164Q01HA,,How often do you worry about how much money your family has?,numeric,6606,1
WB165Q01HA,,When was the last time you attended a mathematics class at school?,numeric,6606,1
WB166Q01HA,,How did you feel the last time you attended a mathematics class at school: Bored,numeric,6606,1
WB166Q02HA,,How did you feel the last time you attended a mathematics class at school: Challenged,numeric,6606,1
WB166Q03HA,,How did you feel the last time you attended a mathematics class at school: Nervous or tense,numeric,6606,1
WB166Q04HA,,How did you feel the last time you attended a mathematics class at school: Motivated or inspired,numeric,6606,1
WB167Q01HA,,When was the last time you attended a [test language lesson] at school?,numeric,6606,1
WB168Q01HA,,How did you feel the last time you attended a [test language lesson] at school: Bored,numeric,6606,1
WB168Q02HA,,How did you feel the last time you attended a [test language lesson] at school: Challenged,numeric,6606,1
WB168Q03HA,,How did you feel the last time you attended a [test language lesson] at school: Nervous or tense,numeric,6606,1
WB168Q04HA,,How did you feel the last time you attended a [test language lesson] at school: Motivated or inspired,numeric,6606,1
WB171Q01HA,,Now think of the last time you had a break between classes at school: How did you feel: Happy,numeric,6606,1
WB171Q02HA,,Now think of the last time you had a break between classes at school: How did you feel: Lonely,numeric,6606,1
WB171Q03HA,,Now think of the last time you had a break between classes at school: How did you feel: Nervous or tense,numeric,6606,1
WB171Q04HA,,Now think of the last time you had a break between classes at school: How did you feel: Full of energy,numeric,6606,1
WB172Q01HA,,When was the last time you spent time outside your home with your friends?,numeric,6606,1
WB173Q01HA,,How did you feel the last time you spent time outside your home with your friends: Bored,numeric,6606,1
WB173Q02HA,,How did you feel the last time you spent time outside your home with your friends: Happy,numeric,6606,1
WB173Q03HA,,How did you feel the last time you spent time outside your home with your friends: Nervous or tense,numeric,6606,1
WB173Q04HA,,How did you feel the last time you spent time outside your home with your friends: Full of energy,numeric,6606,1
WB176Q01HA,,When was the very last time you did your homework/studied for school?,numeric,6606,1
WB177Q01HA,,How did you feel the last time you did your homework/studied for school: Bored,numeric,6606,1
WB177Q02HA,,How did you feel the last time you did your homework/studied for school: Challenged,numeric,6606,1
WB177Q03HA,,How did you feel the last time you did your homework/studied for school: Nervous or tense,numeric,6606,1
WB177Q04HA,,How did you feel the last time you did your homework/studied for school: Motivated or inspired,numeric,6606,1
WB032Q01NA,,"How often: Moderate physical activities for a total of at least 60 minutes per day (e.g., walking, climbing stairs, riding a bike to school, [country-specific])",numeric,6606,1
WB032Q02NA,,"How often: Vigorous physical activities for at least 20 minutes per day that made you sweat and breathe hard (e.g. running, cycling, aerobics, soccer, skating, [country-specific])",numeric,6606,1
WB031Q01NA,,"This school year, on average, on how many days do you attend physical education classes each week?",numeric,6606,1
WB178Q01HA,,"The following questions refer to your day yesterday. Overall, did you feel that you accomplished something yesterday?",numeric,6606,1
WB178Q02HA,,The following questions refer to your day yesterday. Were you treated with respect all day yesterday?,numeric,6606,1
WB178Q03HA,,The following questions refer to your day yesterday. Did you smile or laugh a lot yesterday?,numeric,6606,1
WB178Q04HA,,The following questions refer to your day yesterday. Did you learn or do something interesting yesterday?,numeric,6606,1
WB178Q05HA,,The following questions refer to your day yesterday. Did you have enough energy to get things done yesterday?,numeric,6606,1
WB178Q06HA,,"The following questions refer to your day yesterday. Overall, are you satisfied with how you spent your time yesterday?",numeric,6606,1
WB178Q07HA,,The following questions refer to your day yesterday. Was yesterday a typical day?,numeric,6606,1
PA001Q01TA,,Who will complete this questionnaire? Mother or other female guardian,numeric,6606,1
PA001Q02TA,,Who will complete this questionnaire? Father or other male guardian,numeric,6606,1
PA001Q03TA,,Who will complete this questionnaire? Other,numeric,6606,1
PA003Q01TA,,How often someone in home does? Discuss how well my child is doing at school,numeric,6606,1
PA003Q02TA,,How often someone in home does? Eat [the main meal] with my child around a table,numeric,6606,1
PA003Q03TA,,How often someone in home does? Spend time just talking to my child,numeric,6606,1
PA003Q05IA,,How often someone in home does? Discuss political or social issues with my child,numeric,6606,1
PA003Q18WA,,How often someone in home does? Help my child with his/her mathematics homework,numeric,6606,1
PA003Q19WA,,"How often someone in home does? Obtain mathematics materials (e.g. applications, software, study guides etc.) for my child",numeric,6606,1
PA003Q20WA,,How often someone in home does? Discuss with my child how mathematics can be applied in everyday life,numeric,6606,1
PA003Q11JA,,How often someone in home does? Talk to my child about the importance of [completing ISCED 3],numeric,6606,1
PA003Q12JA,,How often: someone in home does? Talk to my child about any problems he/she may have at school,numeric,6606,1
PA003Q13JA,,How often someone in home does? Ask my child about how he/she is getting along with other students at school,numeric,6606,1
PA003Q14JA,,How often someone in home does? Encourage my child to get good [marks],numeric,6606,1
PA003Q15JA,,How often someone in home does? Take an interest in what my child is learning at school,numeric,6606,1
PA003Q16JA,,How often someone in home does? Talk to my child about his/her future education,numeric,6606,1
PA003Q17JA,,How often someone in home does? Ask my child what he/she did in school that day,numeric,6606,1
PA196Q01WA,,Agree/disagree: It is important to have good mathematics knowledge and skills in order to get any good job in today's world.,numeric,6606,1
PA196Q02WA,,Agree/disagree: Employers generally appreciate strong mathematics knowledge and skills among their employees.,numeric,6606,1
PA196Q03WA,,Agree/disagree: Most jobs today require some mathematics knowledge and skills.,numeric,6606,1
PA196Q04WA,,Agree/disagree: It is an advantage in the job market to have good mathematics knowledge and skills.,numeric,6606,1
PA197Q01WA,,Please answer: Does anybody in your family (including you) work in a [mathematics-related career]?,numeric,6606,1
PA197Q02WA,,Please answer: Does your child show an interest in working in a [mathematics-related career]?,numeric,6606,1
PA197Q03WA,,Please answer: Do you expect your child will go into a [mathematics-related career]?,numeric,6606,1
PA197Q04WA,,Please answer: Has your child shown interest in studying mathematics after completing [secondary school]?,numeric,6606,1
PA197Q05WA,,Please answer: Do you expect your child will study mathematics after completing [secondary school]?,numeric,6606,1
PA008Q01TA,,"Last year, have you? Discussed my child’s behaviour with a teacher on my own initiative.",numeric,6606,1
PA008Q02TA,,"Last year, have you? Discussed my child’s behaviour on the initiative of one of his/her teachers.",numeric,6606,1
PA008Q03TA,,"Last year, have you? Discussed my child’s progress with a teacher on my own initiative.",numeric,6606,1
PA008Q04TA,,"Last year, have you? Discussed my child’s progress on the initiative of one of their teachers.",numeric,6606,1
PA008Q05TA,,"Last year, have you? Participated in local school government, e.g. parent council or school management committee.",numeric,6606,1
PA008Q06NA,,"Last year, have you? Volunteered in physical or extra-curricular activities (e.g. building maintenance, carpentry, gardening or yard work, school play, sports, field trip)",numeric,6606,1
PA008Q07NA,,"Last year, have you? Volunteered to support school activities (volunteered in the school library, media centre, or canteen, assisted a teacher, appeared as a guest speaker)",numeric,6606,1
PA008Q08NA,,"Last year, have you? Attended a scheduled meeting or conferences for parents.",numeric,6606,1
PA008Q09NA,,"Last year, have you? Talked about how to support learning at home and homework with my child’s teachers.",numeric,6606,1
PA008Q10NA,,"Last year, have you? Exchanged ideas on parenting, family support, or the child’s development with my child’s teachers.",numeric,6606,1
PA009Q01NA,,"Last year, was your participation at child’s school hindered by? The meeting times were inconvenient.",numeric,6606,1
PA009Q02NA,,"Last year, was your participation at child’s school hindered by? I was not able to get off from work.",numeric,6606,1
PA009Q03NA,,"Last year, was your participation at child’s school hindered by? I had no one to take care of my child/ children.",numeric,6606,1
PA009Q04NA,,"Last year, was your participation at child’s school hindered by? The way to school is unsafe.",numeric,6606,1
PA009Q05NA,,"Last year, was your participation at child’s school hindered by? I had problems with transportation.",numeric,6606,1
PA009Q06NA,,"Last year, was your participation at child’s school hindered by? I felt unwelcome at my child’s school.",numeric,6606,1
PA009Q07NA,,"Last year, was your participation at child’s school hindered by? I feel generally awkward in a school.",numeric,6606,1
PA009Q08NA,,"Last year, was your participation at child’s school hindered by? My [language skills] were not sufficient.",numeric,6606,1
PA009Q09NA,,"Last year, was your participation at child’s school hindered by? I think participation is not relevant for my child’s development.",numeric,6606,1
PA009Q10NA,,"Last year, was your participation at child’s school hindered by? I do not know how I could participate in school activities.",numeric,6606,1
PA009Q11NA,,"Last year, was your participation at child’s school hindered by? My child does not want me to participate.",numeric,6606,1
PA007Q01TA,,Agree/disagree? Most of my child’s school teachers seem competent and dedicated.,numeric,6606,1
PA007Q02TA,,Agree/disagree? Standards of achievement are high in my child’s school.,numeric,6606,1
PA007Q03TA,,Agree/disagree? I am happy with the content taught and the instructional methods used in my child’s school.,numeric,6606,1
PA007Q04TA,,Agree/disagree? I am satisfied with the disciplinary atmosphere in my child’s school.,numeric,6606,1
PA007Q05TA,,Agree/disagree? My child’s progress is carefully monitored by the school.,numeric,6606,1
PA007Q06TA,,Agree/disagree? My child’s school provides regular and useful information on my child’s progress.,numeric,6606,1
PA007Q07TA,,Agree/disagree? My child’s school does a good job in educating students.,numeric,6606,1
PA007Q09NA,,Agree/disagree? My child’s school provides an inviting atmosphere for parents to get involved.,numeric,6606,1
PA007Q11NA,,Agree/disagree? My child’s school provides effective communication between the school and families.,numeric,6606,1
PA007Q12NA,,Agree/disagree? My child’s school involves parents in the school’s decision-making process.,numeric,6606,1
PA007Q13NA,,"Agree/disagree? My child’s school offers parent education (e.g. [courses on family literacy]) or family support programmes (e.g. [to assist with health, nutrition]).",numeric,6606,1
PA007Q14NA,,Agree/disagree? My child’s school informs families about how to help students with homework and other school-related activities.,numeric,6606,1
PA007Q15NA,,Agree/disagree? My child’s school cooperates with [community services] to strengthen school programmes and student development.,numeric,6606,1
PA005Q01TA,,Which of the following statements best describes the schooling available to students in your location?,numeric,6606,1
PA006Q01TA,,"When choosing school, how important: The school is at a short distance to home.",numeric,6606,1
PA006Q02TA,,"When choosing school, how important: The school has a good reputation.",numeric,6606,1
PA006Q03TA,,"When choosing school, how important: The school offers particular courses or school subjects.",numeric,6606,1
PA006Q04TA,,"When choosing school, how important: The school adheres to a particular [religious philosophy].",numeric,6606,1
PA006Q05TA,,"When choosing school, how important: The school has a particular approach to [pedagogy/didactics, e.g. example].",numeric,6606,1
PA006Q06TA,,"When choosing school, how important: Other family members attended the school.",numeric,6606,1
PA006Q07TA,,"When choosing school, how important: Expenses are low (e.g. tuition, books, room and board).",numeric,6606,1
PA006Q08TA,,"When choosing school, how important: The school has financial aid available, such as a school loan, scholarship, or grant.",numeric,6606,1
PA006Q09TA,,"When choosing school, how important: The school has an active and pleasant school climate.",numeric,6606,1
PA006Q10TA,,"When choosing school, how important: The academic achievements of students in the school are high.",numeric,6606,1
PA006Q11TA,,"When choosing school, how important: There is a safe school environment.",numeric,6606,1
PA006Q12HA,,"When choosing school, how important: The school has an international student body.",numeric,6606,1
PA006Q13HA,,"When choosing school, how important: The school offers exchange programmes with schools in other countries.",numeric,6606,1
PA006Q14HA,,"When choosing school, how important: The school has a focus on foreign language instruction.",numeric,6606,1
PA166Q01HA,,"How many languages, including the language(s) you speak at home, do you speak well enough to converse with others?",numeric,6606,1
PA167Q02HA,,Agree/disagree: Immigrant children should have the same opportunities for education that other children in the country have.,numeric,6606,1
PA167Q03HA,,Agree/disagree: Immigrants who live in a country for several years should have the opportunity to vote in elections.,numeric,6606,1
PA167Q04HA,,Agree/disagree: Immigrants should have the opportunity to continue their own customs and lifestyle.,numeric,6606,1
PA167Q05HA,,Agree/disagree: Immigrants should have all the same rights that everyone else in the country has.,numeric,6606,1
PA183Q01JA,,Which qualification do you expect your child to complete? [ISCED level 2],numeric,6606,1
PA183Q02JA,,Which qualification do you expect your child to complete? [ISCED level 3.3],numeric,6606,1
PA183Q03JA,,Which qualification do you expect your child to complete? [ISCED level 3.4],numeric,6606,1
PA183Q04JA,,Which qualification do you expect your child to complete? [ISCED level 4],numeric,6606,1
PA183Q05JA,,Which qualification do you expect your child to complete? [ISCED level 5],numeric,6606,1
PA183Q06JA,,Which qualification do you expect your child to complete? [ISCED level 6],numeric,6606,1
PA183Q07JA,,Which qualification do you expect your child to complete? [ISCED level 7],numeric,6606,1
PA183Q08JA,,Which qualification do you expect your child to complete? [ISCED level 8],numeric,6606,1
PA018Q01NA,,"Prior to [grade 1 in ISCED 1], did child attend: Supervision and care (e.g. [national examples])",numeric,6606,1
PA018Q02NA,,"Prior to [grade 1 in ISCED 1], did child attend: Early childhood educational development (e.g. [national examples])",numeric,6606,1
PA018Q03NA,,"Prior to [grade 1 in ISCED 1], did child attend: Pre-primary education (e.g. [national examples])",numeric,6606,1
PA177Q01HA,,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Up to age 1",numeric,6606,1
PA177Q02HA,,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 1",numeric,6606,1
PA177Q03HA,,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 2",numeric,6606,1
PA177Q04HA,,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 3",numeric,6606,1
PA177Q05HA,,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 4",numeric,6606,1
PA177Q06HA,,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 5",numeric,6606,1
PA177Q07HA,,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 6",numeric,6606,1
PA177Q08HA,,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 7",numeric,6606,1
PA180Q01HA,,What was the most important reason why your child attended an [early childhood education and care arrangement]?,numeric,6606,1
PA182Q01HA,,How many hours per week did your child attend a [early childhood education and care arrangement] at age of three years?,numeric,6606,1
PA175Q01HA,,"During [ISCED 1], did child attend: [Enrichment lessons] in [test language]",numeric,6606,1
PA175Q02HA,,"During [ISCED 1], did child attend: [Remedial lessons] in [test language]",numeric,6606,1
